,peakFrequency,peakAmplitude,powerSum,labels
40,2560.0,716.2281919493263,1912.608078545081,9
41,2720.0,329.7515182423929,1341.9601402209491,11
42,2546.666666666667,863.6573768379342,2184.347980271991,9
43,360.0,58.50865573581306,15.700344188503085,13
44,45453.333333333336,650.6085060665022,1735.2258806590194,9
45,3093.3333333333335,379.02260992695585,1543.0011787530239,11
46,45440.0,870.0493444903044,1940.545384677497,9
47,2546.666666666667,744.1359579064123,1928.8402029410984,9
48,45453.333333333336,852.1668555562037,2061.9191950521035,9
49,45453.333333333336,763.8031175846921,1863.659130791858,9
50,3080.0,482.8504929869345,1825.237350014414,11
51,2720.0,426.3094316836826,1771.0400569422648,11
52,2866.666666666667,542.7522808570608,2405.0319647169918,11
53,47640.0,61.44711345156316,15.531457918917283,13
54,45453.333333333336,808.7343225245526,1781.9951400130806,9
55,360.0,72.10361133155307,14.428393795021616,13
56,2920.0,409.06014142237314,1886.1070791634697,11
57,360.0,64.46007331015365,16.106000989418394,13
58,45440.0,679.7761096646341,1921.5978701405197,9
59,360.0,64.90117210615901,15.282558432126088,13
60,360.0,69.9044727631292,16.68478303184547,13
61,2560.0,1017.8598689731297,2136.8816778169994,9
62,3000.0,414.61832195625544,1990.0076801065597,11
63,2546.666666666667,787.4858758986396,1837.6634526267694,9
64,2560.0,1009.1696742043907,2357.278076362152,9
65,360.0,72.13391371089844,16.754574313063365,13
66,360.0,64.41441617365311,15.22589119982881,13
67,2560.0,914.8193205849493,2233.675811872522,9
68,2546.666666666667,901.3678271041175,2251.6282326894425,9
69,44960.0,505.8236395476928,2241.981679057436,11
70,2826.666666666667,513.1792501942996,2037.9538118134897,11
71,4146.666666666667,61.12785789431578,15.759812522934514,13
72,360.0,64.24528863699032,15.279742620103935,13
73,2560.0,742.6633295319533,2002.6219436248934,9
74,2560.0,1056.7795154545245,2253.3404277483296,9
75,360.0,61.444789216914224,16.109267629043487,13
76,360.0,62.739335414141884,15.72437749075198,13
77,360.0,67.68398124207286,15.86021164297049,13
78,360.0,70.27551741579971,15.036961489272407,13
79,360.0,61.31995757082766,15.456968395217022,13
80,360.0,63.83694538435046,15.654792278527225,13
81,2560.0,825.4883834482544,2549.4815353799013,9
82,2560.0,1158.3608345178359,2416.2057137391985,9
83,360.0,71.78860800361711,14.760609347598372,13
84,47640.0,76.21994710194329,17.8419293645845,13
85,2880.0,447.088492346081,1820.1573238343965,11
86,360.0,67.17696838576362,15.640691066543695,13
87,2546.666666666667,870.9644758119609,1710.091328998975,9
88,2560.0,734.473054741216,1681.165086714323,9
89,2933.3333333333335,476.49745332911175,2084.8011852199106,11
90,2546.666666666667,895.3753555087999,2155.1622418976203,9
91,45066.66666666667,367.7224115365352,1616.4627316275769,11
92,360.0,74.81788701158625,16.60933910624036,13
93,2546.666666666667,816.4767552913933,2080.1651357120854,9
94,2573.3333333333335,701.5445011716054,1922.9093310320468,9
95,360.0,67.56285575540095,16.49554972312727,13
96,45106.66666666667,429.464562118306,2242.4163729967004,11
97,2560.0,886.3795312225875,2060.223098921143,9
98,360.0,68.81789436714071,16.897311667750984,13
99,360.0,61.4032553643541,15.372482284050157,13
100,45000.0,340.89568005444954,1369.6433790138026,11
101,2933.3333333333335,379.8750419968753,1609.3095371971908,11
102,2546.666666666667,783.2004836501292,2012.0841880994417,9
103,360.0,60.470653347884294,14.924617679058159,13
104,45133.333333333336,451.8188204450179,1843.7397680393951,11
105,2560.0,663.3310451243092,2183.5203967071457,9
106,2560.0,785.2900542213176,2197.7229532909355,9
107,2546.666666666667,808.0296466553348,2368.26747834306,9
108,2920.0,294.6813000258935,1376.4631158799289,11
109,45266.66666666667,386.4082567441152,1725.73837833019,11
110,2773.3333333333335,387.6868886588746,2101.51505958417,11
111,360.0,55.55210801782431,14.839923366399603,13
112,45066.66666666667,404.7033066052461,1776.3392508348938,11
113,2560.0,765.15265299507,2220.0416120244417,9
114,2906.666666666667,522.0814481684542,2107.267601410332,11
115,2546.666666666667,812.57454080052,2051.38281440586,9
116,2906.666666666667,534.7493077198859,2280.617433352554,11
117,3053.3333333333335,445.94605537858024,1730.179933657607,11
118,45440.0,868.9535183092196,2262.3524964681756,9
119,2546.666666666667,856.174318182317,2087.3736827722732,9
120,43853.333333333336,59.03626063037789,15.940365605080597,13
121,2546.666666666667,882.0194094962224,2257.6044180167946,9
122,45440.0,897.4176196508237,2067.8873206229237,9
123,3000.0,354.82311790426564,1416.702025486023,11
124,2720.0,431.33333939004893,2113.90364840438,11
125,2933.3333333333335,413.13360096565975,1631.2852939822005,11
126,2906.666666666667,458.20756898341494,1734.9464959610523,11
127,4266.666666666667,59.88170859607223,16.009716460066063,13
128,3080.0,545.3920239343358,1679.0370524064565,11
129,360.0,67.98202757227386,16.809488675067815,13
130,360.0,71.62800788265797,16.234128030732474,13
131,45440.0,762.2369243162065,2016.3827865564144,9
132,47640.0,73.43947907660252,17.391648464646796,13
133,45453.333333333336,888.2382446592947,1994.1659136327703,9
134,2560.0,807.7221360399232,1711.019023361348,9
135,2720.0,508.10071883471267,1814.6760047870148,11
136,360.0,64.20937805901865,16.43905178510313,13
137,360.0,68.32785435110969,17.210054113919973,13
138,360.0,71.23038446008204,16.862058028506866,13
139,45453.333333333336,796.2197044933083,1925.7183934351483,9
140,2546.666666666667,842.721484694314,2587.1711120139253,9
141,3040.0,462.5055950434211,1880.3212769924335,11
142,360.0,76.32763387696254,19.31036669534256,13
143,360.0,63.722765926841525,16.22910717168282,13
144,4266.666666666667,58.401188305072,15.125779575414512,13
145,45120.0,557.6867540353774,2148.1477316193773,11
146,2546.666666666667,821.4675038632264,2042.1416900122165,9
147,2546.666666666667,916.2618495410447,2547.1657665902185,9
148,360.0,69.4075647885252,16.67532975278654,13
149,2893.3333333333335,387.5221854151639,1571.4775843232355,11
150,2560.0,868.1327095215381,2031.0002969820184,9
151,4146.666666666667,56.84905502437299,15.30172911542228,13
152,44986.66666666667,415.34331098569606,1641.4998550746664,11
153,2560.0,721.2572567370622,1798.9747672566314,9
154,45440.0,877.2982547293593,1937.7559347330562,9
155,45440.0,1096.6363156460513,1852.6086913057438,9
156,360.0,76.03620147323218,16.32421068851842,13
157,360.0,61.80112251059857,16.611985754550513,13
158,360.0,68.22717098362304,15.53832121319913,13
159,45453.333333333336,1036.332280171501,2099.6753842388853,9
160,360.0,73.97263679554273,16.46854928849948,13
161,44946.66666666667,414.66359860960637,1629.9746488509936,11
162,2546.666666666667,786.4947709047422,2191.622550053245,9
163,360.0,70.01431881721727,15.621878686525331,13
164,2546.666666666667,905.6357633687333,2017.3513108241536,9
165,2546.666666666667,816.1065973833716,2178.923876277287,9
166,360.0,72.27447157535933,16.7683196153899,13
167,3026.666666666667,439.6338214710126,1778.951657877973,11
168,45440.0,1114.838261013865,2141.3518349559317,9
169,360.0,65.30344202850416,15.315632266162346,13
170,2720.0,376.2891927037411,1522.95311330715,11
171,45440.0,698.4182611138272,2142.3706226498452,9
172,44973.333333333336,422.2068504503494,1969.1915718374396,11
173,2546.666666666667,752.0053362140817,1969.1669171593176,9
174,2560.0,830.8323828770973,2175.9413903004775,9
175,44986.66666666667,419.4622560416325,1938.0483647453434,11
176,45440.0,734.9164726366289,1918.215117927462,9
177,360.0,73.80953548932663,16.2170477617863,13
178,2560.0,1029.5215566658833,2215.281479298569,9
179,360.0,66.20855310656479,15.714097803221943,13
180,360.0,69.91200462677487,15.626340352229093,13
181,360.0,69.37546628492429,15.220053593832123,13
182,360.0,72.82768734815032,16.26831372340372,13
183,360.0,65.55440133919639,14.81824852051312,13
184,2733.3333333333335,362.46647984122995,1528.3662842472959,11
185,3013.3333333333335,371.4862205088036,1511.0207001976887,11
186,2893.3333333333335,401.17555794311824,1826.9430416837113,11
187,45426.66666666667,426.260035663136,1650.7724793268048,11
188,45000.0,353.85655036986964,1547.8864645060974,11
189,45440.0,1104.4798583746906,2005.976201783926,9
190,47640.0,63.458718705523005,14.009335676853002,13
191,360.0,65.25277125829156,14.487794281182655,13
192,360.0,62.87218154249236,15.194330917522915,13
193,44906.66666666667,422.8121070014015,1895.9585289993386,11
194,2933.3333333333335,424.9919145158077,1635.1993863036228,11
195,2786.666666666667,354.06163847338297,1639.0170429922914,11
196,360.0,73.13655189813822,16.776386726866914,13
197,2933.3333333333335,548.1868783095119,1793.5463420744247,11
198,2560.0,921.2230561569963,2201.1037694129063,9
199,45093.333333333336,444.6997747220166,2011.0513397963516,11
200,2546.666666666667,869.4168482502424,2015.6486831547581,9
201,2560.0,890.7096274351577,2001.372722227911,9
202,360.0,60.05738208251067,16.26489867928727,13
203,2880.0,446.12734834791434,2090.4938783500156,11
204,2933.3333333333335,385.74102981087185,1531.5001267209882,11
205,360.0,77.45189934918601,17.235428714240356,13
206,360.0,57.33853981808324,15.361680787179528,13
207,360.0,59.8185181759698,14.364302029638798,13
208,45280.0,408.5170058530054,1761.8307431316832,11
209,360.0,66.58403544394696,16.24622895907028,13
210,45453.333333333336,729.3523803073994,1955.3196219529607,9
211,45453.333333333336,894.8085696786914,2243.262023057783,9
212,2546.666666666667,691.4983874553856,1593.3936428317097,9
213,360.0,69.20920670557884,16.621417403981233,13
214,47640.0,62.624881635115834,15.344901113489023,13
215,2546.666666666667,1051.2531107298937,2544.152719776601,9
216,2560.0,810.6151781398897,1906.9533641110493,9
217,2560.0,764.2915493600841,2130.3922313347985,9
218,2546.666666666667,919.4892517897586,2009.8496131042775,9
219,2893.3333333333335,414.7371642939531,1582.5437975089703,11
220,360.0,72.34199456505394,17.031448438159508,13
221,3000.0,449.90204355398134,1698.932371902549,11
222,2946.666666666667,424.5863258272962,1939.4420534517972,11
223,44906.66666666667,431.88650035646685,1713.0089312368355,11
224,45093.333333333336,466.95524725271054,2344.360088709489,11
225,360.0,68.8311949704812,15.655128299371153,13
226,2866.666666666667,400.13475370796016,1834.5091159710291,11
227,45080.0,389.7073991137348,2090.7319682742473,11
228,3066.666666666667,506.47976656612394,2215.76215459973,11
229,2560.0,947.6670460471055,2324.1621908034945,9
230,2546.666666666667,780.6601954467633,2095.6846553383198,9
231,45453.333333333336,868.7023619066699,2498.6730231215965,9
232,3120.0,411.32298473804576,1653.8103229788585,11
233,2560.0,721.7704596962742,1687.4883109398793,9
234,360.0,71.8694431858068,15.515917444489824,13
235,47640.0,66.27401060697909,15.277190672137827,13
236,45066.66666666667,449.2491986973183,2308.4473347863322,11
237,45440.0,765.9714802769246,2345.325618579649,9
238,360.0,67.85713576134704,15.153021765745969,13
239,2893.3333333333335,316.5408702045871,1291.1247642411658,11
240,360.0,61.568855702052296,14.79270736770346,13
241,360.0,60.677835181307564,16.708210312820995,13
242,2893.3333333333335,421.58092857091765,1817.755876356316,11
243,0.0,66.20513538461535,16.563926504996715,13
244,2546.666666666667,816.4088523435016,2121.6516043087777,9
245,2546.666666666667,823.5516559581658,2356.8126669952117,9
246,45266.66666666667,431.77151129312983,1863.9962341870719,11
247,2733.3333333333335,392.01004399425864,1664.4207909949437,11
248,45440.0,968.8574407282184,2157.2627821341443,9
249,2560.0,905.8104026609086,2537.490004479159,9
250,44866.66666666667,395.4398552414119,1742.476742680277,11
251,45093.333333333336,427.7816680837139,1650.3381476551322,11
252,2733.3333333333335,415.15916320473843,1995.1312877744563,11
253,360.0,76.59201962720178,17.94444179068968,13
254,2546.666666666667,875.3564177984784,2046.9840012682166,9
255,2546.666666666667,796.0291837888687,1910.0638161472916,9
256,45440.0,897.0105338470281,2140.5258894110993,9
257,2546.666666666667,763.8900632123887,2019.783224493926,9
258,2560.0,903.3614372568646,2044.1490600812076,9
259,2573.3333333333335,639.3160893792818,1813.8456609866037,9
260,47640.0,62.71304232918155,15.671908799948856,13
261,360.0,67.40940630910997,14.46393397243908,13
262,2560.0,811.6705823864008,1946.6129264605995,9
263,360.0,74.88312326565469,16.379998722125237,13
264,0.0,59.68840799999996,14.457027592982323,13
265,45440.0,982.730191574798,2001.9071857278946,9
266,360.0,77.10136939353062,15.684021130625872,13
267,43733.333333333336,61.218334764637284,15.164512668935554,13
268,45453.333333333336,1022.9772678562714,2194.5108815185963,9
269,2546.666666666667,853.3028605206172,2137.3555759643655,9
270,2920.0,414.09004080170223,2493.954123741013,11
271,360.0,63.33837082402685,14.370511821914112,13
272,4266.666666666667,62.5795856783626,14.397461772902606,13
273,2546.666666666667,839.1394980324781,2515.664813048902,9
274,360.0,64.02589549297332,15.352970531546113,13
275,360.0,60.97888593807022,14.456955392674065,13
276,3066.666666666667,411.9740201649014,2123.772752515299,11
277,360.0,65.18347114310791,14.801439992811531,13
278,360.0,70.79642782289187,16.558489721687838,13
279,45000.0,435.2788961035625,1562.9109694460442,11
280,3000.0,397.1293888463929,2334.581832253731,11
281,45440.0,955.0670354707236,2432.8282656324113,9
282,2560.0,774.3234909432043,1881.2390175588043,9
283,2586.666666666667,355.7217025095533,1571.706861391644,11
284,360.0,70.72132121523515,15.426236349238135,13
285,360.0,63.48314654217938,15.169813494581376,13
286,0.0,64.76151692307688,16.93437527602478,13
287,44973.333333333336,429.4564676226186,1635.4105256090807,11
288,45066.66666666667,420.95480037358885,1661.578353088199,11
289,2560.0,785.6653236696642,1921.3791772781751,9
290,45440.0,719.5342583750275,1960.6328445092163,9
291,2880.0,391.5314342939562,1905.3364950936248,11
292,45440.0,946.0294104086665,2561.3346009733705,9
293,2546.666666666667,796.8265261339873,1834.7266771481964,9
294,360.0,73.63664013582468,15.483734690207413,13
295,360.0,71.7144949857829,16.562026187660855,13
296,45440.0,825.8375737020939,2004.3291020703537,9
297,2920.0,427.5538999881121,1794.7279795364263,11
298,2560.0,838.0398420677767,2179.089499214797,9
299,45053.333333333336,451.1297007524151,2042.7373923336957,11
300,45053.333333333336,429.35485722794493,1737.5784083272385,11
301,3080.0,520.7040776519358,2157.180429529266,11
302,45133.333333333336,428.13845082699777,1807.88093068049,11
303,47640.0,74.58301604254984,16.151981792726325,13
304,360.0,73.88432701704807,17.076024534204194,13
305,47640.0,61.8385835878793,14.73516298217352,13
306,360.0,72.35593198685544,16.21078304679307,13
307,2560.0,788.0853412909328,1977.9096134052638,9
308,360.0,68.62859695927106,15.585383323836194,13
309,45080.0,407.25294945691235,1653.92976608699,11
310,2933.3333333333335,395.6599213477188,2128.3123054061225,11
311,360.0,72.3712834024681,17.118673896043152,13
312,2960.0,484.1115008875028,1660.2430249940048,11
313,2880.0,479.93234894531525,2287.905511153806,11
314,45453.333333333336,933.8399592824254,2199.0240745238507,9
315,2546.666666666667,879.7233241049742,2124.238688670228,9
316,2720.0,483.44221827066866,2401.650836295601,11
317,45440.0,1080.9240709641238,2364.3829125320462,9
318,45440.0,916.8259078005372,1941.4957351832552,9
319,2560.0,811.4392096356664,2009.484212479576,9
320,2560.0,911.2335744749233,2158.828029285226,9
321,360.0,62.014789570201934,14.784572320915295,13
322,2560.0,935.321068138212,1895.1218924590826,9
323,2773.3333333333335,360.99795709723213,1657.092766921756,11
324,3093.3333333333335,469.66882845787075,1775.8614937290736,11
325,2733.3333333333335,308.2403260759,1448.0003848207075,11
326,2546.666666666667,1065.120504259758,2418.1555178365516,9
327,360.0,68.73734283198489,15.344651437076433,13
328,360.0,76.96767585196534,16.35749337685205,13
329,2720.0,368.6838999354259,1457.513687120348,11
330,2906.666666666667,489.8132264279407,1819.4214225065025,11
331,360.0,70.94856376022084,15.627432931336312,13
332,47640.0,70.13258589667356,16.26675051492126,13
333,360.0,75.30836396801443,17.890119479917047,13
334,360.0,68.94178681532695,15.753304180861328,13
335,3013.3333333333335,373.237337251166,2135.2274698257634,11
336,2546.666666666667,916.5208438560084,2030.031456669289,9
337,2546.666666666667,975.6636321961138,2100.424205101088,9
338,2720.0,390.128256653667,1746.07533197659,11
339,3026.666666666667,380.4622591142546,1595.276856131541,11
340,360.0,69.8762668077682,15.515749760470701,13
341,360.0,75.0996372522727,16.958244419405233,13
342,2560.0,834.0912105645194,2082.7319979378904,9
343,360.0,70.91364081359085,15.806200415864787,13
344,360.0,62.94527293216993,15.042549418856503,13
345,2546.666666666667,703.9306376099361,1533.0379960750543,9
346,360.0,66.66962313468579,16.654451416870984,13
347,360.0,66.59649896039706,15.130055452621614,13
348,2866.666666666667,458.657234928479,2474.4422212966683,11
349,45453.333333333336,901.5970203338483,2202.8191819333906,9
350,360.0,73.5790830882929,17.406089744869472,13
351,2560.0,1055.0314427093479,2062.7402127844566,9
352,45440.0,766.6697547962099,1845.865022228672,9
353,360.0,61.649915429039304,16.031037311192215,13
354,2533.3333333333335,806.7933664705665,2118.2867115970466,9
355,2920.0,424.28663669177683,2221.023753476423,11
356,2560.0,837.4921153113816,2273.5556358199865,9
357,2560.0,850.9757100589853,1878.57120067533,9
358,360.0,69.12137548386559,15.182811464964907,13
359,2560.0,812.6759350211768,2476.498124993922,9
360,45066.66666666667,455.6724997625833,1800.9555726081703,11
361,2880.0,396.56391799567535,1810.416469417415,11
362,360.0,73.95168198906887,15.45114571671023,13
363,45440.0,924.8562826565199,2260.958394773059,9
364,2560.0,819.3304930128586,2026.0894788182172,9
365,2560.0,839.667121656655,2090.966237896398,9
366,2933.3333333333335,401.86371559461264,1653.9184793615218,11
367,2560.0,1088.86718303292,2906.8231383459283,9
368,360.0,75.13338986832382,16.681427393045944,13
369,2720.0,466.53891846076715,1650.2565587235977,11
370,2920.0,427.04668646221506,2059.831109840583,11
371,3000.0,447.944602097278,1933.0695477702611,11
372,2946.666666666667,482.0777930582758,2589.842419628081,11
373,2560.0,844.5005099491634,1979.3758772847893,9
374,360.0,78.75031050756498,16.783897909026443,13
375,2720.0,404.6725139101489,1721.9280896069897,11
376,45453.333333333336,969.361976755176,1751.504404393827,9
377,2546.666666666667,740.251031732456,1834.2545470597352,9
378,2546.666666666667,723.4879645375156,1899.6635720763775,9
379,45066.66666666667,357.05795730766556,1800.0384434344815,11
380,360.0,73.87419616093368,16.195431407288783,13
381,45280.0,384.9024139570558,1888.508121180515,11
382,45000.0,550.1744397143855,1571.4231654610344,11
383,45106.66666666667,324.2601936435984,1430.8981533287608,11
384,2960.0,397.22076393720977,1834.0084071233064,11
385,360.0,66.38843695496642,16.0618163591801,13
386,360.0,64.10449305551586,14.607453214250393,13
387,3000.0,384.58974535971544,1813.4236081044478,11
388,360.0,70.37581794739927,15.85537326486871,13
389,2546.666666666667,862.1442615580808,2167.47203345447,9
390,2546.666666666667,821.209037013152,1943.5816992263822,9
391,360.0,62.279772735314125,14.70305321156618,13
392,360.0,72.46125211213182,16.529460889249684,13
393,2773.3333333333335,472.0040660554454,2139.387947999253,11
394,360.0,69.72304537430824,14.674536701026064,13
395,2546.666666666667,769.4869512222859,1898.6363883874853,9
396,360.0,62.18182930244121,15.26403267732183,13
397,3013.3333333333335,405.76861430703264,1561.8767449368816,11
398,2573.3333333333335,389.0097801193872,1504.5464927666274,11
399,2546.666666666667,1107.7803049663032,2404.3664480226107,9
400,360.0,75.38023381582892,16.391910684978725,13
401,45080.0,449.03995558349226,2147.9681646311533,11
402,45440.0,807.5218749140157,2149.2640263316116,9
403,44893.333333333336,444.69604060590746,1763.3986895161456,11
404,44960.0,452.6269264446954,1875.3919081502006,11
